user_id,pais,moneda,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,descripcion,valor,categoria,fecha,tipo_texto,comercio,perfil_financiero,probabilidad_perfil,recomendaciones,gasto_total_mes,ratio_gasto_ingreso
239,CL,CLP,1631243,11,Media,naftacostaneranorte,33635,transporte,2026-05-20,natural,Costanera Norte,en_observacion,0.2,"[""Reducir gastos en entretenimiento y actividades de ocio"", ""Reducir gastos en alimentación (considerar compras mayoristas)"", ""Reducir gastos generales para mejorar flujo de caja""]",9227657,5.657
90,AR,ARS,251299,17,Baja,AUTOP. DEL OESTE COMPRA,4876,transporte,2026-10-18,cartola,Autopistas del Oeste,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3695948,14.707
52,AR,ARS,220763,39,Alta,DENTISTA OPTICA LUTZ FERRANDO,18264,salud,2026-12-17,natural,Optica Lutz Ferrando,en_observacion,0.2,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4280805,19.391
9,AR,ARS,267700,74,Media,mp*spotifyargentina,9547,streaming,2026-03-07,cartola,Spotify Argentina,en_riesgo,0.333,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3599129,13.445
14,AR,ARS,280145,48,Baja,HOBBY PUNTOTICKET ARGENTINA 3978,43478,ocio,2026-10-24,natural,PuntoTicket Argentina,en_riesgo,0.333,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4629608,16.526
117,AR,ARS,101491,58,Alta,blaisten s.a. suc,25542,vivienda,2026-05-03,cartola,Blaisten,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2759367,27.188
21,AR,ARS,130407,13,Baja,DEB AUT AGUAS BONAERENSES 2953,13586,servicios,2026-05-05,cartola,Aguas Bonaerenses,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2818553,21.614
81,AR,ARS,98574,70,Baja,ALQUILER PINTURERIAS PRESTIGIO,19813,vivienda,2026-09-17,natural,Pinturerias Prestigio,en_riesgo,0.667,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2702667,27.418
6,AR,ARS,87811,16,Baja,DEB AUT EPEN NEUQUEN,19974,servicios,2026-06-05,cartola,EPEN Neuquen,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2744833,31.258
48,AR,ARS,96653,54,Media,ALQUILER OCTAVO PISO SAAS VALPO,27487,vivienda,2026-08-03,natural,Octavo Piso SaaS,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2435016,25.193
18,AR,ARS,200435,73,Baja,mercadopago*elbarista BSAS 5256,20424,ocio,2026-12-08,cartola,Bar El Barista Argentina,en_riesgo,0.667,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3501826,17.471
23,AR,ARS,100916,34,Baja,pago de netflxi argentina 4414,3103,streaming,2026-09-16,natural,Netflix Argentina,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3004173,29.769
216,CL,CLP,1370041,57,Media,TAXI EFE TRENES,11338,transporte,2026-02-09,natural,EFE Trenes,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",6446457,4.705
57,AR,ARS,107894,43,Alta,luz edersa rio negro CORDOBA,32097,servicios,2026-12-10,natural,Edersa Rio Negro,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2338611,21.675
179,CL,CLP,1343894,42,Alta,ibuprofeno,7448,salud,2026-10-25,item_generico,ITEM_GENERICO,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9347419,6.955
98,AR,ARS,104448,35,Baja,la birra bar pos,21608,alimentacion,2026-07-10,cartola,La Birra Bar,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2674562,25.607
239,CL,CLP,1631243,11,Media,NAFTABUSESMETROPOLITANA8607,8755,transporte,2026-04-24,natural,Buses Metropolitana,en_observacion,0.2,"[""Reducir gastos en entretenimiento y actividades de ocio"", ""Reducir gastos en alimentación (considerar compras mayoristas)"", ""Reducir gastos generales para mejorar flujo de caja""]",9227657,5.657
77,AR,ARS,225207,34,Alta,FACTURA CLARO HOGAR ARGENTINA,36443,servicios,2026-11-11,natural,Claro Hogar Argentina,en_observacion,0.2,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3702129,16.439
49,AR,ARS,236208,64,Alta,teatro playstation network ar,29256,ocio,2026-06-01,natural,PlayStation Network AR,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4307744,18.237
191,CL,CLP,992555,44,Baja,TAXI UBER CHILE ROSARIO,8646,transporte,2026-09-12,natural,Uber Chile,en_riesgo,0.333,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",7258016,7.312
122,CL,CLP,1908636,43,Media,PASAJE DIDI TAXI,14534,transporte,2026-01-15,natural,DiDi Taxi,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Reducir gastos en alimentación (considerar compras mayoristas)""]",8467596,4.436
198,CL,CLP,1875853,5,Baja,AMANDA HOBBY DISCOTECA,10396,ocio,2026-04-17,natural,Discoteca Amanda,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9213616,4.912
42,AR,ARS,275825,79,Media,nueva chevallier s.a.,39614,transporte,2026-04-15,cartola,Chevallier,en_riesgo,0.333,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4637350,16.813
102,AR,ARS,182346,38,Media,deportenicetoclub,47643,ocio,2026-10-16,natural,Niceto Club,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3480439,19.087
120,AR,ARS,255564,45,Baja,MERCADOPAGO*ELPUENTECONCEPCION,4207,vivienda,2026-03-24,cartola,Ferreteria El Puente,en_riesgo,0.333,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4619899,18.077
179,CL,CLP,1343894,42,Alta,COMPRA CHORIZO,4601,alimentacion,2026-10-25,item_generico,ITEM_GENERICO,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9347419,6.955
179,CL,CLP,1343894,42,Alta,gasto en pimientos,1279,alimentacion,2026-10-25,item_generico,ITEM_GENERICO,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9347419,6.955
165,CL,CLP,1624525,47,Baja,pasajerutadelmaipo,134975,transporte,2026-07-26,natural,Ruta del Maipo,en_riesgo,0.333,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Reducir gastos en alimentación (considerar compras mayoristas)""]",8801621,5.418
167,CL,CLP,1717584,38,Baja,serviciochilquinta CORDOBA,104099,servicios,2026-08-18,natural,Chilquinta,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",8538994,4.972
23,AR,ARS,100916,34,Baja,dexter sport pos,21664,otros,2026-06-02,cartola,Dexter,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3004173,29.769
103,AR,ARS,154776,59,Alta,DEB AUT LA CAJA SEGUROS CABA,42991,otros,2026-08-05,cartola,Seguros La Caja,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3513212,22.699
155,CL,CLP,1196643,57,Alta,EDITORIALSANTILLANACHILEPAT,53016,educacion,2026-12-05,cartola,Editorial Santillana,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Reducir gastos en alimentación (considerar compras mayoristas)""]",7054132,5.895
71,AR,ARS,221373,30,Alta,5867 GASTOENDISCO,12426,alimentacion,2026-06-08,natural,Disco,en_observacion,0.2,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4323257,19.529
6,AR,ARS,87811,16,Baja,teatro colon entradas CONCEPCION,19106,ocio,2026-01-23,cartola,Teatro Colon,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2744833,31.258
226,CL,CLP,560869,54,Media,MANTENIMIENTO COPROPIETARIOS EDIFICIO EL GOLF,68688,vivienda,2026-06-22,natural,Copropietarios Edificio El Golf,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",5432980,9.687
64,AR,ARS,95184,35,Alta,kel libreria suc compra,17498,educacion,2026-11-13,cartola,Libreria Kel,en_observacion,0.2,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2877264,30.228
38,AR,ARS,210870,55,Alta,arancel universidad de palermo up,180000,educacion,2026-01-17,natural,Universidad de Palermo UP,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3420221,16.22
214,CL,CLP,984990,54,Alta,LABORATORIO CLÍNICA DÁVILA 7672,238489,salud,2026-04-22,natural,Clínica Dávila,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",7459161,7.573
123,CL,CLP,1163071,14,Baja,pat netflix chile VALPO,16585,streaming,2026-08-29,cartola,Netflix Chile,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",8808715,7.574
34,AR,ARS,140043,9,Media,FARMACIAS SELMA POS,27234,salud,2026-09-28,cartola,Farmacias Selma,en_observacion,0.2,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3340052,23.85
109,AR,ARS,162209,12,Baja,MÉDICO FARMACIAS DR AHORRO,35456,salud,2026-01-09,natural,Farmacias Dr Ahorro,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3566706,21.988
162,CL,CLP,1188415,40,Baja,PAT ARANCEL UNIV CATOLICA,272413,educacion,2026-07-11,cartola,Pontificia Universidad Católica,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Reducir gastos en alimentación (considerar compras mayoristas)""]",8595767,7.233
50,AR,ARS,145906,75,Baja,farmaciasanatoriofinochietto,42880,salud,2026-01-21,natural,Sanatorio Finochietto,en_riesgo,0.667,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3042381,20.852
83,AR,ARS,221356,21,Alta,mp*amazon prime arg 6866,8945,streaming,2026-03-22,cartola,Amazon Prime Argentina,saludable,0.143,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3610733,16.312
112,AR,ARS,213124,15,Baja,médico farmacias dr ahorro 4427,47973,salud,2026-05-31,natural,Farmacias Dr Ahorro,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3703344,17.376
221,CL,CLP,1500299,5,Media,consulta en clínica indisa,117971,salud,2026-08-26,natural,Clínica Indisa,en_observacion,0.2,"[""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible"", ""Reducir gastos en alimentación (considerar compras mayoristas)""]",9184322,6.122
149,CL,CLP,583665,50,Baja,suscripción a disney plus,17375,streaming,2026-04-29,natural,Disney Plus,en_riesgo,0.333,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",5347865,9.163
155,CL,CLP,1196643,57,Alta,pat gimnasio upgrade pos,46579,ocio,2026-09-11,cartola,Gimnasio Upgrade,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Reducir gastos en alimentación (considerar compras mayoristas)""]",7054132,5.895
123,CL,CLP,1163071,14,Baja,DISCOTECA AMANDA ENTRADAS POS STGO,150951,ocio,2026-05-09,cartola,Discoteca Amanda,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",8808715,7.574
179,CL,CLP,1343894,42,Alta,adquisición de sacapuntas,13052,educacion,2026-10-25,item_generico,ITEM_GENERICO,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9347419,6.955
12,AR,ARS,263013,59,Media,bbva comision mant cta 9371,21468,otros,2026-07-17,cartola,Banco BBVA,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3811524,14.492
139,CL,CLP,693563,59,Media,inscripción en instituto profesional santo tomás 3229,133037,educacion,2026-03-01,natural,Instituto Profesional Santo Tomás,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",6584826,9.494
164,CL,CLP,1568301,56,Alta,CLINICA SANTA MARIA POS,103441,salud,2026-08-02,cartola,Clínica Santa María,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",8062335,5.141
217,CL,CLP,1637938,64,Media,CONSULTA EN ECO FARMACIAS 551,47895,salud,2026-07-29,natural,Eco Farmacias,en_riesgo,0.333,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",8265618,5.046
133,CL,CLP,1054625,19,Baja,pat dmoov chile suc STGO,38724,ocio,2026-07-27,cartola,Dmoov Chile,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",7172545,6.801
192,CL,CLP,917605,23,Baja,fuente alemana BSAS meracdo,20757,alimentacion,2026-11-11,natural,Fuente Alemana,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",7464157,8.134
73,AR,ARS,250361,52,Media,consultaensanatoriootamendi,72896,salud,2026-08-20,natural,Sanatorio Otamendi,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4246116,16.96
150,CL,CLP,1930397,36,Alta,peajeshell,32426,transporte,2026-01-04,natural,Shell,en_observacion,0.2,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",8853204,4.586
206,CL,CLP,1648970,62,Baja,pat debito vespucio norte,42545,transporte,2026-03-28,cartola,Vespucio Norte,en_riesgo,0.667,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9242107,5.605
42,AR,ARS,275825,79,Media,cp76 compra libros,12330,educacion,2026-07-25,cartola,Libreria CP67,en_riesgo,0.333,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4637350,16.813
215,CL,CLP,820455,32,Baja,COLEGIO SAN IGNACIO CUOTAS PAT,137258,educacion,2026-07-20,cartola,Colegio San Ignacio,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",5534352,6.745
22,AR,ARS,253346,34,Media,debautunivcatolica,200001,educacion,2026-01-06,cartola,Pontificia Universidad Catolica UCA,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3991591,15.755
100,AR,ARS,136032,56,Baja,apgo epec,23338,servicios,2026-02-25,natural,Epec,en_riesgo,0.333,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2953000,21.708
111,AR,ARS,219231,25,Baja,mercadopago*elprogreso,3199,vivienda,2026-08-05,cartola,Ferreteria El Progreso,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3974925,18.131
147,CL,CLP,810575,60,Baja,TICKET MOVISTAR ARENA,7630,ocio,2026-02-07,natural,Movistar Arena,en_riesgo,0.333,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",6497165,8.016
66,AR,ARS,207399,13,Alta,cargo automático netflix argentina,13273,streaming,2026-02-04,natural,Netflix Argentina,saludable,0.143,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3769249,18.174
203,CL,CLP,1474427,72,Alta,LABORATORIO FARMACIAS AHUMADA 3893,321930,salud,2026-03-01,natural,Farmacias Ahumada,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9157562,6.211
134,CL,CLP,1660194,24,Media,AGUA ABASTIBLE 6783,317791,servicios,2026-03-04,natural,Abastible,en_observacion,0.2,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",7385649,4.449
51,AR,ARS,258332,19,Alta,deb aut smart fit pos BSAS,34060,ocio,2026-08-30,cartola,Smart Fit Argentina,saludable,0.143,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3465827,13.416
122,CL,CLP,1908636,43,Media,COMPRA WEBPAY PUNTOTICKET,8659,ocio,2026-06-30,cartola,PuntoTicket,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Reducir gastos en alimentación (considerar compras mayoristas)""]",8467596,4.436
38,AR,ARS,210870,55,Alta,viaje en peaje dellepiane CABA,5731,transporte,2026-08-02,natural,Peaje Dellepiane,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3420221,16.22
179,CL,CLP,1343894,42,Alta,COMPRÉ VELAS,4149,vivienda,2026-10-25,item_generico,ITEM_GENERICO,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9347419,6.955
191,CL,CLP,992555,44,Baja,EXPENSASKASTORGASTOSCOMUNES,259862,vivienda,2026-02-11,natural,Kastor Gastos Comunes,en_riesgo,0.333,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",7258016,7.312
55,AR,ARS,80850,38,Alta,PEAJE ALBERTI AUSA 800,5413,transporte,2026-09-25,cartola,Peaje Alberti,en_observacion,0.2,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",1952029,24.144
103,AR,ARS,154776,59,Alta,deb aut univ belgrano,180001,educacion,2026-01-22,cartola,Universidad de Belgrano UB,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3513212,22.699
156,CL,CLP,1020444,39,Baja,TRANSBANK ALVI CABA 8048,24734,alimentacion,2026-10-31,cartola,Alvi,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",7625895,7.473
38,AR,ARS,210870,55,Alta,mercadopago*ferrind,11105,vivienda,2026-01-26,cartola,Ferreteria Industrial,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3420221,16.22
170,CL,CLP,1572531,19,Media,PAGO CUENTA PAT AGUAS ANTOFAGASTA 4585,43675,servicios,2026-01-30,cartola,Aguas de Antofagasta,en_observacion,0.2,"[""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible"", ""Reducir gastos en alimentación (considerar compras mayoristas)""]",7388186,4.698
174,CL,CLP,1906409,30,Media,GASTO EN PRONTO COPEC,15703,alimentacion,2026-02-07,natural,Pronto Copec,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9925526,5.206
32,AR,ARS,247772,76,Baja,cuspide suc compra CONCEPCION 7521,33205,educacion,2026-05-27,cartola,Librerias Cuspide,en_riesgo,0.667,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4450666,17.963
150,CL,CLP,1930397,36,Alta,APT SPORTLIFE GIMNASIOS ROSARIO,46329,ocio,2026-08-08,cartola,Gimnasio Sportlife,en_observacion,0.2,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",8853204,4.586
163,CL,CLP,1085367,49,Alta,INSCRIPCIÓN EN INACAP,309188,educacion,2026-05-29,natural,INACAP,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9170543,8.449
102,AR,ARS,182346,38,Media,VIAJE EN PEAJE DELLEPIANE,5944,transporte,2026-12-18,natural,Peaje Dellepiane,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3480439,19.087
190,CL,CLP,1580981,47,Baja,ARANCEL UNIVERSIDAD DE LOS ANDES,431122,educacion,2026-05-01,natural,Universidad de los Andes,en_riesgo,0.333,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",7999909,5.06
107,AR,ARS,95331,79,Alta,subway compra pos,8521,alimentacion,2026-02-15,cartola,Subway,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2576187,27.024
203,CL,CLP,1474427,72,Alta,dentista clínica indisa,131985,salud,2026-11-17,natural,Clínica Indisa,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9157562,6.211
95,AR,ARS,201275,36,Baja,GASTO NE ALMACEN DE BARRIO,44749,alimentacion,2026-02-19,natural,Almacen de Barrio,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4036840,20.056
227,CL,CLP,1902729,56,Alta,agua esval STGO,132658,servicios,2026-12-18,natural,Esval,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Reducir gastos en alimentación (considerar compras mayoristas)""]",9967928,5.239
240,CL,CLP,970227,13,Alta,FACTURAVTRINTERNET,137044,servicios,2026-04-02,natural,VTR Internet,saludable,0.143,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",8254644,8.508
54,AR,ARS,193971,25,Media,mp*netflixargentina,7345,streaming,2026-03-30,cartola,Netflix Argentina,en_observacion,0.2,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3663562,18.887
9,AR,ARS,267700,74,Media,dexter sport pos CABA,63941,otros,2026-09-22,cartola,Dexter,en_riesgo,0.333,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3599129,13.445
164,CL,CLP,1568301,56,Alta,FANTASILANDIA ENTRADAS,90404,ocio,2026-12-08,cartola,Fantasilandia,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",8062335,5.141
163,CL,CLP,1085367,49,Alta,TICKET GIMNASIO SPORTLIFE,40792,ocio,2026-11-12,natural,Gimnasio Sportlife,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9170543,8.449
218,CL,CLP,630580,31,Media,pago comunidadfeliz gasto comun CONCEPCION,81779,vivienda,2026-08-18,cartola,ComunidadFeliz Gastos Comunes,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",5635285,8.937
